,users,bookmarks,county,state,cal,cal_fat,col,fiber,sodium,carbs,fat,protein,sugar,dabetis,obese
293,2,12,Converse,Wyoming,302.6666666666667,127166.66666666664,53.91666666666667,2483.333333333333,353.83333333333326,30566.666666666664,14141.666666666668,13925.0,3900.0,2,2
294,1,2,Conway,Arkansas,381.5,201500.0,40.5,2350.0,751.0,28150.0,22450.0,15000.0,4100.0,3,2
295,506,13646,Cook,Illinois,328.7399237871903,154948.40979041465,62.620621427524604,2359.094240070338,557.0637549465055,29270.797303239036,17216.129268650147,14702.8799648249,11132.221896526487,2,2
296,3,27,Cooke,Texas,337.92592592592587,138407.40740740742,79.07407407407408,2340.740740740741,711.6296296296298,28644.44444444444,15377.777777777776,20922.222222222223,10688.888888888889,4,2
297,4,165,Cooper,Missouri,360.52121212121216,176103.0303030303,69.23636363636363,2386.666666666667,634.2121212121212,28855.757575757583,19564.848484848488,17726.060606060608,11190.303030303028,3,2
298,4,125,Coos,New Hampshire,344.584,175400.0,72.08,1880.0,486.84,30148.800000000007,19487.2,12879.200000000004,13608.0,4,2
299,1,9,Copiah,Mississippi,336.4444444444445,175666.66666666663,74.8888888888889,2022.2222222222226,425.5555555555555,22533.33333333333,19522.222222222223,17800.0,5455.555555555556,5,3
300,4,74,Cortland,New York,292.0135135135135,137081.0810810811,53.432432432432435,1789.1891891891892,476.7972972972973,27574.324324324327,15233.783783783783,11639.18918918919,11909.459459459458,2,2
301,2,23,Coryell,Texas,218.8695652173913,85000.0,20.43478260869565,1882.608695652174,232.2173913043478,31469.565217391308,9421.739130434782,3956.5217391304345,15769.565217391304,2,2
302,2,7,Coshocton,Ohio,286.7142857142857,115285.71428571428,22.57142857142857,1900.0,333.0,39200.0,12800.0,5442.857142857143,22957.142857142862,3,2
303,1,38,Costilla,Colorado,282.57894736842104,133973.68421052632,52.39473684210525,2428.947368421052,625.0263157894736,23055.263157894737,14881.578947368424,14436.842105263157,9510.526315789471,2,1
304,2,38,Covington,Mississippi,559.7105263157895,275315.78947368416,108.65789473684212,3010.5263157894733,1167.0,41944.73684210527,30586.84210526316,28547.368421052637,11363.157894736843,5,3
305,12,233,Coweta,Georgia,347.5236051502146,182008.58369098714,67.97424892703863,2096.9957081545067,607.991416309013,25830.472103004297,20221.888412017164,15798.283261802575,9101.287553648068,3,2
306,1,5,Cowley,Kansas,283.6,125200.0,43.2,1020.0,213.6,30340.0,13920.0,3980.0,13640.0,3,2
307,19,382,Cowlitz,Washington,343.86649214659684,166994.7643979058,63.578534031413625,2242.4083769633507,610.2486910994762,29005.23560209424,18555.759162303664,15778.272251308903,11461.518324607328,3,3
308,12,252,Craighead,Arkansas,320.28174603174597,156190.47619047618,62.797619047619065,2269.444444444444,575.7539682539683,26686.111111111102,17353.571428571428,14942.857142857143,10039.285714285717,3,3
309,13,191,Craven,North Carolina,329.98429319371724,153162.30366492143,58.53926701570681,2632.460732984293,528.4502617801047,30005.23560209424,17018.324607329836,14485.863874345547,11591.623036649216,4,2
310,16,904,Crawford,Michigan,313.67256637168146,147566.37168141597,58.76438053097343,2254.535398230089,520.7002212389382,28635.287610619467,16398.230088495573,13318.473451327442,11225.0,3,2
311,4,74,Creek,Oklahoma,292.31081081081084,141554.05405405405,43.58108108108107,1827.0270270270275,399.3918918918919,28356.756756756757,15721.621621621622,9956.756756756757,15122.972972972972,4,3
312,1,4,Crenshaw,Alabama,293.25,72750.0,5.25,2025.0,301.25,53000.0,8075.0,4375.0,40875.0,4,3
313,1,3,Crittenden,Arkansas,411.66666666666674,256666.66666666663,149.33333333333334,1400.0,703.0,19000.0,28500.0,19666.666666666668,2133.333333333333,3,2
314,3,94,Crook,Wyoming,335.8404255319149,163797.87234042553,62.989361702127646,1747.8723404255315,402.11702127659566,32475.531914893614,18201.063829787243,10982.978723404254,15888.297872340427,2,2
315,1,2,Crosby,Texas,346.0,202000.0,41.0,1900.0,166.5,33900.0,22400.0,4150.0,13250.0,3,2
316,2,95,Cross,Arkansas,311.0421052631579,138073.68421052632,50.61052631578948,2021.052631578948,468.2210526315789,32601.05263157895,15340.0,11345.263157894738,14600.0,4,3
317,4,116,Crow Wing,Minnesota,348.75,159482.75862068968,63.293103448275865,1769.8275862068963,431.2413793103448,37675.0,17724.137931034486,10473.27586206897,19660.34482758621,2,2
318,9,79,Cullman,Alabama,327.3164556962025,153848.1012658228,55.569620253164565,1959.493670886076,547.9620253164557,31058.22784810127,17100.0,12937.974683544302,13555.696202531646,4,2
319,5,27,Culpeper,Virginia,355.1481481481481,169037.03703703702,83.92592592592592,2133.333333333333,543.9629629629628,26118.518518518522,18770.37037037037,19274.074074074077,5792.592592592593,3,2
320,124,3135,Cumberland,New Jersey,334.5441786283892,155134.92822966506,61.67974481658693,2318.628389154704,555.0513556618815,31062.551834130787,17237.00159489634,14364.880382775125,12306.507177033483,4,2
321,2,84,Currituck,North Carolina,376.53571428571433,175297.61904761905,75.76190476190476,2615.4761904761904,789.2261904761904,32330.95238095238,19480.95238095238,18327.380952380958,11861.904761904761,3,2
322,4,76,Curry,New Mexico,297.9868421052632,136907.89473684208,44.407894736842096,2313.157894736842,492.9605263157893,27096.05263157895,15209.210526315792,13457.894736842105,10543.42105263158,3,2
323,6,39,Custer,Idaho,341.35897435897436,136358.97435897434,43.51282051282052,2497.435897435897,429.7179487179488,43207.69230769231,15141.025641025639,9828.205128205129,21735.897435897437,2,2
324,125,4368,Cuyahoga,Ohio,330.0444139194139,154831.272893773,60.287087912087934,2178.594322344325,555.3312728937725,30245.558608058607,17201.579670329655,14154.395604395606,12381.753663003652,4,2
325,2,4,Dade,Missouri,374.5,220750.0,79.0,1175.0,734.75,26975.0,24550.0,11550.0,18725.0,3,2
326,49,2596,Dakota,Minnesota,338.2796610169492,157755.0077041603,62.59437596302005,2197.149460708783,492.43335901386786,32927.0030816641,17527.08012326657,12929.31432973806,14764.869029275811,3,3
327,5,46,Dale,Alabama,333.8695652173913,162326.08695652173,65.02173913043478,2730.4347826086955,665.5434782608696,30193.478260869564,18030.434782608696,13406.521739130438,12428.260869565218,5,3
328,315,8414,Dallas,Texas,333.47159496078046,156798.90658426436,63.147492274780035,2380.663180413595,576.8469217970062,29329.65295935345,17420.240076063725,15314.024245305434,11016.115997147619,3,2
329,113,2062,Dane,Wisconsin,336.9384093113481,158205.14064015506,60.15082444228903,2567.070805043645,573.0135790494667,30166.100872938907,17576.964112512123,15116.39185257031,10989.37924345296,2,2
330,2,3,Dare,North Carolina,389.66666666666674,197666.66666666663,111.66666666666669,1033.3333333333333,600.0,15966.666666666664,21966.666666666668,30233.333333333336,2700.0,3,2
331,3,89,Darke,Ohio,361.1460674157303,173157.30337078654,74.6741573033708,2184.2696629213488,736.4044943820222,28386.516853932582,19239.32584269663,18762.92134831461,8305.61797752809,3,2
332,4,70,Darlington,South Carolina,376.71428571428567,178571.42857142858,88.54285714285713,1877.1428571428573,735.2857142857142,24308.571428571428,19845.714285714286,24764.285714285717,10382.85714285714,5,3
333,46,821,Dauphin,Pennsylvania,312.1546894031669,142652.862362972,59.69549330085263,2430.937880633373,550.3142509135201,28484.774665042623,15849.939098660168,14578.684531059675,11801.218026796587,3,3
334,130,3319,Davidson,North Carolina,327.2021693281108,154495.0286230792,59.25579993974089,2301.325700512204,558.7782464597773,29817.354624887026,17166.043989153368,13997.469117203984,11893.823440795424,3,2
335,1,3,Davie,North Carolina,543.3333333333334,213333.3333333333,75.0,4500.0,929.3333333333335,60366.66666666666,23733.33333333333,22666.66666666667,27733.333333333336,3,2
336,14,416,Daviess,Kentucky,317.70432692307685,147192.30769230766,60.903846153846146,2367.307692307693,598.8317307692311,27456.00961538461,16356.971153846152,15377.403846153848,9087.01923076923,3,2
337,42,1364,Davis,Utah,317.315982404692,146316.71554252206,54.535923753665706,2218.621700879765,526.1187683284454,29531.37829912024,16257.111436950137,13740.542521994135,11963.489736070382,2,2
338,1,15,Davison,South Dakota,290.46666666666664,131333.33333333337,55.20000000000001,1613.3333333333335,410.26666666666665,25933.33333333333,14600.0,12853.333333333332,7306.666666666666,2,2
339,3,228,Dawson,Georgia,325.96052631578937,164429.82456140348,59.811403508771924,2027.6315789473688,530.8684210526313,26310.526315789477,18267.105263157893,14487.280701754387,9828.070175438595,3,2
340,2,155,De Witt,Illinois,256.56774193548387,113767.74193548385,47.87096774193547,1752.2580645161293,412.68387096774194,25948.387096774193,12635.483870967742,10849.67741935484,12932.25806451613,3,2
341,53,1107,DeKalb,Missouri,330.3613369467027,152763.3242999097,59.62782294489614,2510.749774164408,512.3956639566399,31065.763324299907,16971.906052393853,13984.372177055102,12484.733514001797,4,3
342,19,415,DeSoto,Mississippi,337.289156626506,165713.2530120482,65.8,1949.156626506024,539.0650602409637,28280.963855421684,18411.0843373494,14970.602409638557,11943.855421686749,4,3
343,2,35,Deaf Smith,Texas,347.71428571428567,152885.7142857143,53.2,3177.142857142857,562.8571428571428,32048.57142857143,16980.0,16591.428571428572,10037.14285714286,3,2
344,3,18,Dearborn,Indiana,292.4444444444445,109222.22222222223,47.22222222222222,1227.7777777777776,609.6111111111112,30622.222222222223,12138.888888888889,15211.111111111111,16283.333333333332,3,2
345,4,45,Decatur,Georgia,301.06666666666666,132333.3333333333,50.95555555555556,2342.222222222222,638.0666666666667,30911.111111111113,14706.666666666668,12120.0,12846.666666666668,4,2
346,5,101,Defiance,Ohio,295.55445544554453,136811.8811881188,67.71287128712872,1718.8118811881188,434.7722772277227,29163.366336633662,15199.0099009901,11311.881188118808,14621.782178217822,4,2
347,4,126,Del Norte,California,386.8412698412698,187722.2222222222,79.23015873015872,2169.0476190476197,760.8333333333333,24607.142857142862,20861.111111111102,24721.42857142857,8203.174603174604,2,2
348,87,1990,Delaware,Indiana,342.44170854271346,160807.03517587937,63.43517587939697,2568.5929648241213,610.0874371859295,29789.246231155776,17867.236180904532,16042.96482412059,10888.643216080409,3,2
349,7,221,Delta,Michigan,366.11312217194575,168968.3257918552,66.78280542986425,2753.8461538461543,750.4932126696832,33734.389140271494,18774.208144796383,16152.488687782808,14415.384615384617,3,2
350,2,40,Denali,Alaska,381.95,181950.0,60.65,2135.0,589.625,36432.5,20225.0,14767.5,16860.0,,
351,73,2666,Denton,Texas,350.3488372093023,167875.09377344346,65.72955738934735,2266.7666916729167,589.0026256564145,31107.61440360089,18651.05026256564,15043.0607651913,12058.852213053262,3,2
352,134,3462,Denver,Colorado,337.49913344887364,158546.21606008094,63.01097631426928,2519.786250722125,607.4520508376659,29787.52166377817,17616.926632004608,15489.3125361063,10825.361062969383,1,1
353,3,38,Des Moines,Iowa,354.68421052631584,169526.31578947368,60.868421052631575,2486.842105263157,561.6315789473684,33797.36842105262,18847.368421052637,13686.842105263157,13539.473684210527,3,2
354,35,620,Deschutes,Oregon,329.29838709677426,153891.93548387097,60.346774193548384,2130.0,556.3032258064513,29345.806451612894,17100.322580645163,14867.58064516129,11277.258064516132,2,1
355,1,20,Dewey,South Dakota,383.65,180150.0,47.55,1880.0,466.65,43320.0,20035.0,8560.0,20480.0,5,3
356,1,70,Dickenson,Virginia,324.17142857142863,156328.57142857145,70.05714285714285,2615.714285714285,664.6714285714286,23301.42857142857,17385.714285714286,19044.28571428572,5734.285714285714,3,2
357,13,291,Dickinson,Kansas,348.2268041237113,163989.6907216495,56.56701030927835,2395.532646048111,546.4845360824742,32030.584192439863,18221.99312714777,14742.268041237117,13173.539518900345,3,2
358,3,49,Dickson,Tennessee,388.3877551020408,171734.693877551,58.61224489795919,2206.1224489795927,694.5714285714287,41138.77551020408,19081.632653061224,13953.061224489795,23302.040816326535,3,2
359,1,6,Dillingham,Alaska,223.0,58166.66666666668,15.333333333333332,2183.333333333333,347.5,35516.666666666664,6466.666666666666,5466.666666666667,9183.333333333332,,
360,1,42,Dinwiddie,Virginia,321.35714285714283,149357.14285714287,46.11904761904761,2100.0,679.2142857142858,32292.857142857138,16592.85714285714,11080.952380952383,10030.952380952382,4,3
361,188,4630,District of Columbia,District of Columbia,331.92246220302417,154080.77753779708,60.98207343412526,2369.3736501079898,567.837365010799,30921.68466522678,17120.604751619878,14097.451403887675,11930.302375809917,3,1
362,12,727,Dodge,Wisconsin,299.12104539202187,136456.67125171938,45.84731774415408,2361.485557083904,465.1760660247593,30584.181568088035,15158.046767537824,10950.894085281978,13252.40715268226,2,2
363,4,301,Door,Wisconsin,318.18936877076413,150312.29235880394,59.79401993355482,1963.455149501661,515.5747508305648,28539.53488372094,16696.677740863786,13838.538205980069,13134.551495016609,3,2
364,15,703,Dorchester,South Carolina,339.78093883357036,165736.84210526315,66.17638691322902,2361.1664295874825,642.8364153627311,27731.578947368416,18415.93172119488,15993.456614509243,10230.86770981508,3,2
365,3,52,Dougherty,Georgia,354.75,175807.6923076923,66.11538461538461,2021.1538461538464,617.8076923076923,31701.92307692308,19526.92307692308,14203.846153846152,16292.307692307693,5,3
366,158,4798,Douglas,Oregon,336.61379741558966,161130.2626094206,61.685910796165096,2350.562734472692,594.9943726552726,29168.528553563963,17902.56356815339,15261.817423926643,10636.702792830352,3,2
367,13,491,Do�a Ana,New Mexico,348.49287169042765,162533.60488798367,66.16293279022406,2645.010183299389,578.5498981670062,31121.58859470468,18055.397148676173,15839.103869653767,11388.391038696536,2,2
368,1,4,Drew,Arkansas,486.25,228250.0,161.0,1750.0,570.5,29100.0,25325.0,35900.0,22450.0,3,3
369,77,1823,DuPage,Illinois,338.47888096544165,160743.28030718598,63.35984640702136,2189.1387822271013,558.6588041689524,28952.825013713653,17859.57213384531,15756.829402084484,12055.732309380146,2,2
370,2,172,Dubois,Indiana,300.93023255813955,137587.20930232562,54.581395348837226,1501.7441860465115,493.8372093023256,28410.46511627906,15285.465116279067,12776.744186046511,13644.767441860471,3,2
371,11,60,Dubuque,Iowa,314.65,153016.6666666667,63.4,1736.666666666667,490.65,26433.333333333336,16993.333333333332,13946.666666666664,12800.0,2,2
372,1,28,Dukes,Massachusetts,283.17857142857144,149285.7142857143,52.71428571428571,2392.857142857143,582.4642857142858,17146.428571428572,16578.571428571428,16467.85714285714,4260.714285714285,3,1
373,1,51,Dunklin,Missouri,401.078431372549,188313.72549019608,87.23529411764706,2729.411764705882,648.4705882352941,30201.960784313727,20915.686274509804,23201.960784313727,10833.333333333334,3,3
374,3,16,Dunn,North Dakota,294.9375,137750.0,34.25,3156.25,478.6875,33056.25,15300.0,7475.0,14462.5,2,2
375,3,16,Duplin,North Carolina,398.875,226687.5,47.9375,1687.5,306.25,36000.0,25187.5,8631.25,16606.25,4,3
376,29,587,Durham,North Carolina,320.05110732538327,143459.96592844973,58.5962521294719,2649.233390119253,564.6081771720612,30848.211243611582,15940.545144804091,14013.969335604768,12568.994889267464,3,2
377,19,401,Dutchess,New York,333.9127182044889,161600.99750623445,60.82294264339152,2080.049875311721,593.7157107231919,29270.324189526178,17959.102244389025,14466.084788029926,13080.299251870332,3,2
378,100,3100,Duval,Florida,338.0812903225807,162400.32258064515,63.0158064516129,2257.225806451612,594.5051612903231,29034.516129032272,18044.741935483864,15307.806451612903,11658.806451612903,3,2
379,3,27,Dyer,Tennessee,424.48148148148147,224962.96296296298,80.1111111111111,1959.2592592592596,756.4814814814815,27114.81481481481,24988.888888888887,22359.25925925926,6862.962962962963,4,3
380,2,23,Eagle,Colorado,289.0434782608696,129217.39130434784,56.60869565217392,2613.043478260869,503.86956521739125,28069.565217391304,14360.869565217392,12778.260869565218,9869.565217391304,1,1
381,2,27,Early,Georgia,378.1481481481482,203444.44444444447,67.59259259259258,2170.3703703703704,402.18518518518516,37207.40740740741,22603.703703703704,8251.85185185185,21392.592592592595,5,2
382,28,573,East Baton Rouge,Louisiana,333.06108202443284,161123.9092495637,65.57766143106456,2202.966841186736,538.9005235602096,28877.661431064564,17904.886561954623,14670.855148342058,10960.907504363,,
383,6,60,Eaton,Michigan,320.46666666666664,152450.0,58.21666666666667,1950.0,568.9333333333333,29425.0,16940.0,13380.0,11758.333333333332,3,2
384,11,164,Eau Claire,Wisconsin,350.9146341463414,170506.0975609756,67.09146341463415,2076.8292682926826,625.4085365853659,29013.41463414634,18943.90243902439,16630.48780487805,12008.536585365851,2,2
385,9,228,Ector,Texas,343.75438596491233,162390.35087719295,65.89473684210529,2165.7894736842113,520.3026315789473,31353.50877192982,18042.54385964912,14522.807017543862,12939.035087719298,3,2
386,2,70,Eddy,New Mexico,279.64285714285717,137371.42857142858,41.18571428571428,2754.2857142857147,404.5285714285714,27328.571428571428,15257.142857142859,9982.85714285714,11982.857142857141,3,2
387,1,11,Edgar,Illinois,361.3636363636364,156909.0909090909,73.36363636363636,3300.0,767.5454545454545,32318.181818181816,17436.363636363636,19218.18181818182,7336.363636363636,3,2
388,4,86,Edgecombe,North Carolina,386.5697674418605,188569.76744186046,102.33720930232558,2063.953488372093,694.3139534883722,28408.13953488372,20952.325581395347,20544.186046511622,11431.395348837206,4,3
389,7,572,Effingham,Georgia,343.4493006993007,161424.82517482515,64.47727272727272,2634.615384615385,578.1136363636365,29440.55944055945,17935.314685314686,16074.650349650348,8955.76923076923,3,2
390,25,527,El Dorado,California,303.77039848197336,140662.2390891841,59.51612903225808,2265.275142314991,488.73624288425043,27919.165085389,15627.324478178369,13240.796963946872,11544.971537001897,2,1
391,146,3535,El Paso,Colorado,339.6922206506364,160591.23055162665,65.28995756718525,2292.56011315417,589.5734087694483,30262.65912305516,17842.545968882598,14919.83026874116,12319.603960396047,2,2
392,1,21,Elk,Kansas,432.0,185952.38095238095,91.38095238095238,2385.714285714286,695.9047619047618,38580.95238095238,20652.380952380958,22719.04761904762,3966.666666666667,3,2
393,21,366,Elkhart,Indiana,331.0846994535519,153136.61202185796,69.97540983606557,2058.196721311475,550.7868852459018,27859.016393442616,17017.213114754093,16914.207650273223,12496.174863387978,3,2
394,1,2,Elko,Nevada,180.5,91000.0,68.5,550.0,171.0,19350.0,10050.0,2850.0,12900.0,2,2
395,15,336,Ellis,Texas,362.2380952380952,177199.40476190476,65.44047619047619,2301.190476190476,566.7113095238095,31870.535714285703,19688.69047619048,14775.0,12294.345238095237,3,2
396,8,410,Elmore,Alabama,335.9634146341463,156104.87804878052,60.624390243902454,2462.926829268293,576.7195121951221,31700.243902439033,17343.414634146342,14280.487804878047,11230.975609756091,3,2
397,1,30,Emanuel,Georgia,336.23333333333335,159600.0,56.56666666666667,3170.0,618.0333333333333,30150.0,17726.666666666664,15266.666666666664,12796.666666666668,4,3
398,4,250,Emmet,Michigan,355.40800000000013,171000.0,62.16,2904.800000000001,673.188,29741.2,18995.2,17100.0,11336.799999999996,3,2
399,1,2,Emmons,North Dakota,253.5,131000.0,51.0,1400.0,97.5,30100.0,14550.0,3500.0,20250.0,3,2
400,5,229,Erath,Texas,328.25764192139735,167467.24890829696,59.50218340611353,2055.4585152838426,486.53275109170295,27964.19213973799,18604.36681222708,13281.22270742358,13443.231441048038,3,2
401,147,4927,Erie,Pennsylvania,338.32575603815707,160262.22853663494,63.01725187741018,2386.157905419119,571.4613354982746,30667.60706312156,17806.555713415884,14463.446316216774,12107.083417901382,3,2
402,45,1238,Escambia,Florida,331.3546042003232,160891.76090468495,62.10420032310178,2075.2019386106617,631.7641357027468,28435.46042003232,17877.38287560581,14576.413570274637,11363.81260096931,4,2
403,87,1783,Essex,New Jersey,338.84240044868193,160540.1009534492,63.611890072910825,2553.50532809871,598.3909141895682,28778.126752664037,17837.745372966918,16230.902972518224,10188.951205832858,4,3
404,2,14,Estill,Kentucky,434.71428571428567,200642.85714285716,105.35714285714286,1950.0,875.6428571428571,34042.857142857145,22307.142857142862,24835.714285714286,14550.0,4,3
405,7,39,Etowah,Alabama,338.974358974359,154948.71794871794,65.2051282051282,2061.538461538462,665.025641025641,26974.358974358976,17207.69230769231,18948.71794871795,8930.769230769229,4,2
406,1,7,Eureka,Nevada,257.42857142857144,142428.57142857142,133.42857142857142,385.71428571428567,448.1428571428572,8128.571428571429,15828.571428571431,19842.85714285714,1785.7142857142858,2,2
407,3,70,Evangeline,Louisiana,408.68571428571437,218000.0,83.79999999999998,1862.8571428571427,510.5,28421.42857142857,24217.14285714285,18931.428571428565,14240.0,,
408,1,1,Evans,Georgia,376.0,112000.0,31.0,2900.0,91.0,65200.0,12400.0,3200.0,44200.0,4,2
409,27,816,Fairbanks North Star,Alaska,325.6017156862745,153269.60784313726,59.76715686274505,2311.887254901961,558.5134803921567,29166.29901960785,17028.92156862745,14124.38725490196,10270.098039215683,1,2
410,61,1987,Fairfax,Virginia,340.8173125314545,156495.72219426266,64.38701560140917,2261.9023653749373,569.5561147458478,30428.434826371413,17387.72018117765,15888.62606945142,13016.30598892803,2,2
411,68,1362,Fairfield,Connecticut,332.693832599119,158378.85462555065,64.92804698972095,2376.578560939795,562.2922173274593,28548.164464023503,17597.283406754766,15454.258443465498,11361.16005873715,5,3
412,2,11,Fallon,Montana,309.90909090909093,158636.36363636365,121.0909090909091,863.6363636363636,361.0,26036.363636363636,17636.363636363636,11927.272727272728,12481.818181818182,2,2
413,3,47,Falls,Texas,363.8510638297872,179276.59574468085,70.93617021276594,2697.872340425532,825.1063829787233,29357.44680851064,19919.14893617021,17172.34042553192,9348.936170212766,4,2
414,6,153,Fannin,Texas,325.4575163398693,158607.84313725488,74.64705882352942,2048.3660130718954,565.2222222222222,26479.738562091505,17624.183006535946,15473.856209150326,10693.46405228758,3,2
415,1,57,Faribault,Minnesota,388.4912280701754,197350.87719298247,103.40350877192982,1928.0701754385968,819.4736842105265,23605.263157894737,21931.578947368416,23352.631578947367,8703.508771929824,3,2
416,13,107,Faulkner,Arkansas,356.58878504672896,177289.71962616825,82.07476635514018,1912.1495327102805,608.1682242990654,25585.046728971956,19701.869158878508,19524.29906542056,9037.383177570091,3,2
417,5,61,Fauquier,Virginia,351.655737704918,174491.80327868852,60.14754098360656,2429.508196721312,585.4098360655737,35072.13114754098,19380.32786885246,10303.278688524591,18554.09836065574,3,2
418,65,1362,Fayette,Pennsylvania,345.6571218795888,162477.23935389132,65.65124816446401,2312.0411160058748,598.3817914831131,30557.709251101332,18053.597650513948,15721.2187958884,11661.233480176206,4,3
419,2,68,Fentress,Tennessee,340.85294117647067,163000.0,69.63235294117646,2705.882352941177,472.25,28011.764705882357,18110.294117647056,17077.941176470587,10701.470588235294,4,3
420,2,10,Ferry,Washington,452.9,207900.0,83.8,4060.0,885.2,36120.0,23140.0,24290.0,8950.0,2,2
421,4,119,Fillmore,Minnesota,349.91596638655466,175722.68907563025,68.99159663865547,2016.8067226890755,616.890756302521,24372.268907563022,19531.09243697479,18211.76470588236,7333.613445378151,3,2
422,3,51,Finney,Kansas,362.0196078431373,167078.431372549,71.90196078431373,2835.2941176470586,706.9803921568628,27990.19607843137,18572.549019607843,20633.333333333336,5643.137254901961,2,3
423,17,467,Flagler,Florida,315.2740899357602,142693.79014989294,56.62312633832978,2486.937901498929,531.0813704496788,30253.319057815846,15856.316916488218,13531.263383297644,12781.156316916487,3,2
424,14,197,Flathead,Montana,332.07614213197974,149101.52284263962,60.44162436548225,2506.0913705583757,559.6649746192894,29941.624365482232,16571.573604060908,16208.121827411167,10935.025380710658,2,2
425,2,45,Fleming,Kentucky,241.3333333333333,126977.77777777777,30.444444444444446,953.3333333333333,351.04444444444437,22513.333333333336,14104.444444444443,6788.88888888889,9884.444444444449,3,3
426,10,156,Florence,South Carolina,356.0128205128205,161801.28205128206,66.22435897435896,2532.692307692308,638.5833333333334,29182.692307692305,17980.128205128207,19274.358974358976,9403.846153846152,3,2
427,18,351,Floyd,Indiana,316.4330484330484,157367.52136752135,60.572649572649574,2018.8034188034192,522.6609686609686,27082.33618233618,17486.894586894585,13258.68945868946,12017.663817663815,3,2
428,11,179,Fond du Lac,Wisconsin,340.8435754189943,160055.86592178774,62.5754189944134,2418.435754189944,552.7932960893854,30401.67597765364,17777.094972067032,15419.553072625697,11939.664804469276,2,2
429,4,31,Ford,Illinois,249.16129032258067,114741.93548387096,42.2258064516129,1293.548387096774,607.6774193548387,23900.0,12770.967741935483,10267.741935483871,11916.129032258066,2,3
430,1,20,Forest,Wisconsin,372.55,165550.0,61.9,1935.0,432.6,41105.0,18395.0,11715.0,17650.0,3,2
431,10,340,Forrest,Mississippi,336.34117647058827,155202.9411764706,68.59705882352941,2182.6470588235293,573.6617647058823,30145.88235294117,17243.823529411766,15730.0,12484.705882352942,4,3
432,44,1171,Forsyth,North Carolina,333.40478223740394,155690.0085397097,64.49017933390263,2261.912894961573,574.8403074295477,28284.970111016224,17298.975234842,16410.333048676337,10751.836037574723,3,2
433,55,1457,Fort Bend,Texas,336.49210706932047,157501.71585449553,65.17844886753603,2425.120109814688,572.0096087851751,29925.188743994517,17498.284145504458,15296.636925188744,11742.141386410427,3,2
434,1,8,Foster,North Dakota,447.375,239750.0,154.0,1850.0,914.25,33400.0,26650.0,18800.0,11212.5,3,2
435,3,27,Fountain,Indiana,333.4444444444445,143629.62962962964,68.33333333333333,1333.3333333333335,513.5185185185186,30485.185185185186,15966.666666666668,16114.814814814814,12570.37037037037,3,2
436,281,6664,Franklin,Washington,330.8568427370948,154030.31212484988,61.65096038415365,2322.058823529413,561.0327130852338,30198.079231692667,17114.300720288124,14562.214885954372,12346.51860744298,2,2
437,26,349,Frederick,Maryland,348.6733524355301,170641.83381088823,70.66762177650429,2036.962750716333,550.1575931232092,29947.277936962753,18960.74498567336,15263.896848137534,12123.782234957014,3,2
438,2,37,Freeborn,Minnesota,430.24324324324317,187540.5405405405,94.08108108108108,2886.4864864864867,852.7027027027028,32432.432432432437,20835.135135135137,28100.0,8575.675675675677,2,2
439,2,19,Freestone,Texas,330.15789473684214,178210.5263157895,72.52631578947368,1989.4736842105265,656.2105263157895,24815.78947368421,19810.526315789473,14100.0,11800.0,3,2
440,3,32,Fremont,Wyoming,404.25,197281.25,120.625,1793.75,859.9375,26728.125,21912.5,24037.5,6356.25,3,2
441,49,1005,Fresno,California,338.3243781094529,157291.54228855725,63.38507462686571,2354.1293532338304,575.4597014925372,31001.791044776117,17476.01990049751,14702.985074626868,12084.179104477606,3,2
442,1,110,Frio,Texas,321.34545454545463,128363.63636363635,47.1090909090909,2834.545454545454,641.5909090909091,34240.0,14260.0,14788.181818181818,12722.727272727272,3,2
443,281,7430,Fulton,Georgia,330.1106325706595,154010.6325706594,61.22409152086134,2396.9044414535665,556.1510094212645,30311.668909825054,17110.969044414513,14305.612382234229,12599.300134589495,3,2
444,1,1,Gadsden,Florida,67.0,43000.0,6.0,100.0,103.0,4100.0,4800.0,2000.0,100.0,4,3
445,3,13,Gage,Nebraska,426.76923076923083,210846.15384615387,77.30769230769229,3223.0769230769233,963.3076923076924,33884.61538461538,23430.769230769234,20315.384615384617,10507.692307692309,3,2
446,12,213,Gallatin,Montana,299.169014084507,137929.57746478874,44.75117370892017,2646.009389671361,442.7887323943663,31401.408450704217,15324.413145539907,9937.558685446009,12411.737089201875,1,1
447,2,23,Gallia,Ohio,312.4347826086956,145043.47826086954,79.04347826086956,1473.9130434782608,398.69565217391306,26673.91304347826,16121.739130434782,14934.782608695652,10608.695652173914,4,2
448,29,1993,Galveston,Texas,346.2503763171099,164569.493226292,68.12042147516306,2275.6648268941303,615.7802308078273,29463.321625689918,18284.1445057702,16428.148519819366,11489.41294530858,3,2
449,8,92,Garfield,Oklahoma,367.3152173913043,178315.21739130432,68.58695652173913,2285.869565217391,673.8913043478262,32722.826086956524,19810.869565217392,15088.04347826087,13036.95652173913,4,3
450,16,347,Garland,Arkansas,344.3832853025936,158593.6599423631,68.72622478386168,2172.334293948126,565.1815561959653,30357.925072046102,17619.88472622478,16484.149855907785,12361.959654178674,3,2
